f1,match_rate,recall,precision,!f1,filter_rate,!recall,fpr,threshold,!precision,accuracy
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94123,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94124,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94125,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94127,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94129,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94131,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94132,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94133,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94134,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94135,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94137,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94138,0.264,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.9414,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94141,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94142,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94145,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94146,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94149,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.9415,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94151,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94154,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94155,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94156,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.9416,0.263,0.92
0.957,0.893,0.919,0.999,0.415,0.107,0.975,0.025,0.94161,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94162,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94163,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94164,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94165,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94166,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94167,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94168,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94169,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.9417,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94171,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94172,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94173,0.263,0.92
0.957,0.893,0.919,0.999,0.414,0.107,0.975,0.025,0.94174,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94175,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94176,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94177,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94178,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.9418,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94183,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94184,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94185,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94186,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94187,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94189,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.9419,0.263,0.92
0.957,0.893,0.918,0.999,0.414,0.107,0.975,0.025,0.94192,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94194,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94195,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94196,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94197,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94199,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94201,0.263,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94202,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94203,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94205,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94206,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94207,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94208,0.262,0.92
0.957,0.892,0.918,0.999,0.414,0.108,0.975,0.025,0.94209,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.9421,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94214,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94216,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94217,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94218,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94221,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94222,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94223,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94225,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94227,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94228,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94229,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.9423,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94231,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94232,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94233,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94235,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94237,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94238,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.9424,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94241,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94242,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94243,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94244,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94245,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.975,0.025,0.94246,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94247,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94248,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94249,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.9425,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94251,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94253,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94255,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94256,0.262,0.92
0.957,0.892,0.918,0.999,0.413,0.108,0.976,0.024,0.94258,0.262,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.9426,0.262,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94262,0.262,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94263,0.261,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94264,0.261,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94265,0.261,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94266,0.261,0.92
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94267,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94268,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94269,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.9427,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94274,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94275,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94276,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94277,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94278,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94279,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94281,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94282,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94284,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94285,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94287,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94288,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94289,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94293,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94294,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94295,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94297,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94299,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94301,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94302,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94304,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94305,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94306,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94307,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94309,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.9431,0.261,0.919
0.957,0.892,0.918,0.999,0.412,0.108,0.976,0.024,0.94311,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94312,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94313,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94316,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94321,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94322,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94323,0.261,0.919
0.957,0.892,0.918,0.999,0.411,0.108,0.976,0.024,0.94325,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94326,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94328,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.9433,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94332,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94333,0.261,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94335,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94337,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94339,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.9434,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94342,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94343,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94344,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94345,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94347,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94348,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.94349,0.26,0.919
0.957,0.892,0.917,0.999,0.411,0.108,0.976,0.024,0.9435,0.26,0.919
0.957,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94351,0.26,0.919
0.957,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94353,0.26,0.919
0.957,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94354,0.26,0.919
0.957,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94355,0.26,0.919
0.957,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94356,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94357,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94358,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94359,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.9436,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94362,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94363,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94364,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94365,0.26,0.919
0.956,0.891,0.917,0.999,0.411,0.109,0.976,0.024,0.94368,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.9437,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94372,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94373,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94374,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94376,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94378,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94383,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94384,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94385,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94386,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94388,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.9439,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94392,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94393,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94394,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94395,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94396,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94397,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94398,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.944,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94401,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94403,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94404,0.26,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94405,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94406,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94408,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.9441,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94411,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94412,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94418,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94419,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.9442,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94421,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94422,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94423,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94424,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94425,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94426,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94427,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94432,0.259,0.919
0.956,0.891,0.917,0.999,0.41,0.109,0.976,0.024,0.94435,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94438,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94439,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94441,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94443,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94444,0.259,0.919
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94445,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94446,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94447,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94448,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94449,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.9445,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94451,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94452,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94453,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94454,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94455,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94457,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94459,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.9446,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94461,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94462,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94463,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94464,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94466,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94467,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94468,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.9447,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94471,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94472,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94473,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94474,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94475,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94476,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94478,0.259,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94479,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.9448,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94481,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94482,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94483,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94484,0.258,0.918
0.956,0.891,0.917,0.999,0.409,0.109,0.976,0.024,0.94485,0.258,0.918
0.956,0.891,0.916,0.999,0.409,0.109,0.976,0.024,0.94486,0.258,0.918
0.956,0.891,0.916,0.999,0.409,0.109,0.976,0.024,0.94487,0.258,0.918
0.956,0.891,0.916,0.999,0.409,0.109,0.976,0.024,0.94488,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.9449,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94491,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94492,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94493,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94494,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94496,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94497,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94499,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.945,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94501,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94502,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94503,0.258,0.918
0.956,0.891,0.916,0.999,0.408,0.109,0.976,0.024,0.94504,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94505,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94506,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94507,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94508,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94509,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.9451,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94511,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94512,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94514,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94515,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94516,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94518,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94519,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.9452,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94522,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94523,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94524,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94525,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94526,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94527,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94528,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94529,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.9453,0.258,0.918
0.956,0.89,0.916,0.999,0.408,0.11,0.976,0.024,0.94531,0.258,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94532,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94533,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94536,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94537,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94538,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94541,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94542,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94546,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94547,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94548,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94549,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.9455,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94552,0.257,0.918
0.956,0.89,0.916,0.999,0.407,0.11,0.976,0.024,0.94553,0.257,0.918
